Date,Others,SPDR S&P 500 ETF (Ondo Tokenized),iShares Core S&P 500 ETF (Ondo Tokenized),Circle Internet Group (Ondo Tokenized),Ondo Short-Term US Government Bond Fund,Ondo U.S. Dollar Yield
2025-02-11,0.0,0.0,0.0,0.0,0.266895,0.374661
2025-02-12,0.0,0.0,0.0,0.0,0.268924,0.37638
2025-02-13,0.0,0.0,0.0,0.0,0.293906,0.376714
2025-02-14,0.0,0.0,0.0,0.0,0.293938,0.3768
2025-02-15,0.0,0.0,0.0,0.0,0.29397,0.376842
2025-02-16,0.0,0.0,0.0,0.0,0.294002,0.376877
2025-02-17,0.0,0.0,0.0,0.0,0.294034,0.376945
2025-02-18,0.0,0.0,0.0,0.0,0.394064,0.377008
2025-02-19,0.0,0.0,0.0,0.0,0.419111,0.377043
2025-02-20,0.0,0.0,0.0,0.0,0.444166,0.426767
2025-02-21,0.0,0.0,0.0,0.0,0.444166,0.426654
2025-02-22,0.0,0.0,0.0,0.0,0.444166,0.426697
2025-02-23,0.0,0.0,0.0,0.0,0.444166,0.426733
2025-02-24,0.0,0.0,0.0,0.0,0.444358,0.42677
2025-02-25,0.0,0.0,0.0,0.0,0.429191,0.426834
2025-02-26,0.0,0.0,0.0,0.0,0.429238,0.480675
2025-02-27,0.0,0.0,0.0,0.0,0.436994,0.520727
2025-02-28,0.0,0.0,0.0,0.0,0.43009,0.52077
2025-03-01,0.0,0.0,0.0,0.0,0.43009,0.550851
2025-03-02,0.0,0.0,0.0,0.0,0.432552,0.550906
2025-03-03,0.0,0.0,0.0,0.0,0.437575,0.55095
2025-03-04,0.0,0.0,0.0,0.0,0.433591,0.581005
2025-03-05,0.0,0.0,0.0,0.0,0.419476,0.58111
2025-03-06,0.0,0.0,0.0,0.0,0.408029,0.581157
2025-03-07,0.0,0.0,0.0,0.0,0.408121,0.581203
2025-03-08,0.0,0.0,0.0,0.0,0.408309,0.581258
2025-03-09,0.0,0.0,0.0,0.0,0.408309,0.581355
2025-03-10,0.0,0.0,0.0,0.0,0.405762,0.58141
2025-03-11,0.0,0.0,0.0,0.0,0.405814,0.581465
2025-03-12,0.0,0.0,0.0,0.0,0.406353,0.581573
2025-03-13,0.0,0.0,0.0,0.0,0.408432,0.581675
2025-03-14,0.0,0.0,0.0,0.0,0.409212,0.581729
2025-03-15,0.0,0.0,0.0,0.0,0.409212,0.581787
2025-03-16,0.0,0.0,0.0,0.0,0.408882,0.581894
2025-03-17,0.0,0.0,0.0,0.0,0.408623,0.581951
2025-03-18,0.0,0.0,0.0,0.0,0.408669,0.590467
2025-03-19,0.0,0.0,0.0,0.0,0.408393,0.59052
2025-03-20,0.0,0.0,0.0,0.0,0.394752,0.590623
2025-03-21,0.0,0.0,0.0,0.0,0.394176,0.590697
2025-03-22,0.0,0.0,0.0,0.0,0.394176,0.590752
2025-03-23,0.0,0.0,0.0,0.0,0.394176,0.59081
2025-03-24,0.0,0.0,0.0,0.0,0.411472,0.590921
2025-03-25,0.0,0.0,0.0,0.0,0.409516,0.590972
2025-03-26,0.0,0.0,0.0,0.0,0.409561,0.590997
2025-03-27,0.0,0.0,0.0,0.0,0.392156,0.591054
2025-03-28,0.0,0.0,0.0,0.0,0.390784,0.591138
2025-03-29,0.0,0.0,0.0,0.0,0.390784,0.591193
2025-03-30,0.0,0.0,0.0,0.0,0.39067,0.591247
2025-03-31,0.0,0.0,0.0,0.0,0.40651,0.591353
2025-04-01,0.0,0.0,0.0,0.0,0.405085,0.582931
2025-04-02,0.0,0.0,0.0,0.0,0.40513,0.582954
2025-04-03,0.0,0.0,0.0,0.0,0.405075,0.583008
2025-04-04,0.0,0.0,0.0,0.0,0.404764,0.583062
2025-04-05,0.0,0.0,0.0,0.0,0.404764,0.583166
2025-04-06,0.0,0.0,0.0,0.0,0.404764,0.583211
2025-04-07,0.0,0.0,0.0,0.0,0.405964,0.583272
2025-04-08,0.0,0.0,0.0,0.0,0.406072,0.583327
2025-04-09,0.0,0.0,0.0,0.0,0.405518,0.583419
2025-04-10,0.0,0.0,0.0,0.0,0.391818,0.583468
2025-04-11,0.0,0.0,0.0,0.0,0.391904,0.583523
2025-04-12,0.0,0.0,0.0,0.0,0.391904,0.583576
2025-04-13,0.0,0.0,0.0,0.0,0.391127,0.583545
2025-04-14,0.0,0.0,0.0,0.0,0.399212,0.583097
2025-04-15,0.0,0.0,0.0,0.0,0.405009,0.583151
2025-04-16,0.0,0.0,0.0,0.0,0.405054,0.583203
2025-04-17,0.0,0.0,0.0,0.0,0.406188,0.583305
2025-04-18,0.0,0.0,0.0,0.0,0.392427,0.58336
2025-04-19,0.0,0.0,0.0,0.0,0.391206,0.583412
2025-04-20,0.0,0.0,0.0,0.0,0.391206,0.583464
2025-04-21,0.0,0.0,0.0,0.0,0.405052,0.583567
2025-04-22,0.0,0.0,0.0,0.0,0.425098,0.583622
2025-04-23,0.0,0.0,0.0,0.0,0.425351,0.583438
2025-04-24,0.0,0.0,0.0,0.0,0.424397,0.583236
2025-04-25,0.0,0.0,0.0,0.0,0.424489,0.583032
2025-04-26,0.0,0.0,0.0,0.0,0.424689,0.583137
2025-04-27,0.0,0.0,0.0,0.0,0.424289,0.583193
2025-04-28,0.0,0.0,0.0,0.0,0.423383,0.583293
2025-04-29,0.0,0.0,0.0,0.0,0.423429,0.583345
2025-04-30,0.0,0.0,0.0,0.0,0.420639,0.583153
2025-05-01,0.0,0.0,0.0,0.0,0.445987,0.583205
2025-05-02,0.0,0.0,0.0,0.0,0.461471,0.583248
2025-05-03,0.0,0.0,0.0,0.0,0.461471,0.583302
2025-05-04,0.0,0.0,0.0,0.0,0.461471,0.583405
2025-05-05,0.0,0.0,0.0,0.0,0.461326,0.633466
2025-05-06,0.0,0.0,0.0,0.0,0.476328,0.633522
2025-05-07,0.0,0.0,0.0,0.0,0.499383,0.631478
2025-05-08,0.0,0.0,0.0,0.0,0.525907,0.631592
2025-05-09,0.0,0.0,0.0,0.0,0.545124,0.63164
2025-05-10,0.0,0.0,0.0,0.0,0.545124,0.631703
2025-05-11,0.0,0.0,0.0,0.0,0.545124,0.631759
2025-05-12,0.0,0.0,0.0,0.0,0.545219,0.631873
2025-05-13,0.0,0.0,0.0,0.0,0.544579,0.63192
2025-05-14,0.0,0.0,0.0,0.0,0.541158,0.631988
2025-05-15,0.0,0.0,0.0,0.0,0.566217,0.632033
2025-05-16,0.0,0.0,0.0,0.0,0.582343,0.632156
2025-05-17,0.0,0.0,0.0,0.0,0.582329,0.632215
2025-05-18,0.0,0.0,0.0,0.0,0.582329,0.632274
2025-05-19,0.0,0.0,0.0,0.0,0.591135,0.632334
2025-05-20,0.0,0.0,0.0,0.0,0.614203,0.632351
2025-05-21,0.0,0.0,0.0,0.0,0.61367,0.632411
2025-05-22,0.0,0.0,0.0,0.0,0.613737,0.632482
2025-05-23,0.0,0.0,0.0,0.0,0.636475,0.632539
2025-05-24,0.0,0.0,0.0,0.0,0.636475,0.632651
2025-05-25,0.0,0.0,0.0,0.0,0.636475,0.632709
2025-05-26,0.0,0.0,0.0,0.0,0.636475,0.632768
2025-05-27,0.0,0.0,0.0,0.0,0.634689,0.632827
2025-05-28,0.0,0.0,0.0,0.0,0.650759,0.63294
2025-05-29,0.0,0.0,0.0,0.0,0.666833,0.632998
2025-05-30,0.0,0.0,0.0,0.0,0.666978,0.633052
2025-05-31,0.0,0.0,0.0,0.0,0.666978,0.633112
2025-06-01,0.0,0.0,0.0,0.0,0.666978,0.633226
2025-06-02,0.0,0.0,0.0,0.0,0.666652,0.633295
2025-06-03,0.0,0.0,0.0,0.0,0.669936,0.633139
2025-06-04,0.0,0.0,0.0,0.0,0.671159,0.633196
2025-06-05,0.0,0.0,0.0,0.0,0.691366,0.633308
2025-06-06,0.0,0.0,0.0,0.0,0.691515,0.633367
2025-06-07,0.0,0.0,0.0,0.0,0.691515,0.633318
2025-06-08,0.0,0.0,0.0,0.0,0.691515,0.633376
2025-06-09,0.0,0.0,0.0,0.0,0.69213,0.633491
2025-06-10,0.0,0.0,0.0,0.0,0.691113,0.684317
2025-06-11,0.0,0.0,0.0,0.0,0.690345,0.684375
2025-06-12,0.0,0.0,0.0,0.0,0.69002,0.684437
2025-06-13,0.0,0.0,0.0,0.0,0.709542,0.684559
2025-06-14,0.0,0.0,0.0,0.0,0.709542,0.684623
2025-06-15,0.0,0.0,0.0,0.0,0.709542,0.684686
2025-06-16,0.0,0.0,0.0,0.0,0.709699,0.684749
2025-06-17,0.0,0.0,0.0,0.0,0.709776,0.684872
2025-06-18,0.0,0.0,0.0,0.0,0.709804,0.685645
2025-06-19,0.0,0.0,0.0,0.0,0.710188,0.685708
2025-06-20,0.0,0.0,0.0,0.0,0.71042,0.685771
2025-06-21,0.0,0.0,0.0,0.0,0.71042,0.685893
2025-06-22,0.0,0.0,0.0,0.0,0.71042,0.685955
2025-06-23,0.0,0.0,0.0,0.0,0.710576,0.686019
2025-06-24,0.0,0.0,0.0,0.0,0.708838,0.686083
2025-06-25,0.0,0.0,0.0,0.0,0.70892,0.686205
2025-06-26,0.0,0.0,0.0,0.0,0.709397,0.686268
2025-06-27,0.0,0.0,0.0,0.0,0.709552,0.686331
2025-06-28,0.0,0.0,0.0,0.0,0.709552,0.686455
2025-06-29,0.0,0.0,0.0,0.0,0.709503,0.686518
2025-06-30,0.0,0.0,0.0,0.0,0.70966,0.686565
2025-07-01,0.0,0.0,0.0,0.0,0.708789,0.686627
2025-07-02,0.0,0.0,0.0,0.0,0.708867,0.686751
2025-07-03,0.0,0.0,0.0,0.0,0.70968,0.686814
2025-07-04,0.0,0.0,0.0,0.0,0.70968,0.686877
2025-07-05,0.0,0.0,0.0,0.0,0.70968,0.68694
2025-07-06,0.0,0.0,0.0,0.0,0.70928,0.687064
2025-07-07,0.0,0.0,0.0,0.0,0.709437,0.68718
2025-07-08,0.0,0.0,0.0,0.0,0.708323,0.687244
2025-07-09,0.0,0.0,0.0,0.0,0.707401,0.687328
2025-07-10,0.0,0.0,0.0,0.0,0.707898,0.687452
2025-07-11,0.0,0.0,0.0,0.0,0.708044,0.687516
2025-07-12,0.0,0.0,0.0,0.0,0.708044,0.687579
2025-07-13,0.0,0.0,0.0,0.0,0.708044,0.687643
2025-07-14,0.0,0.0,0.0,0.0,0.70815,0.687773
2025-07-15,0.0,0.0,0.0,0.0,0.706767,0.687836
2025-07-16,0.0,0.0,0.0,0.0,0.707568,0.687899
2025-07-17,3e-06,0.0,0.0,0.0,0.707646,0.688022
2025-07-18,3e-06,0.0,0.0,0.0,0.707601,0.688111
2025-07-19,3e-06,0.0,0.0,0.0,0.707601,0.688174
2025-07-20,3e-06,0.0,0.0,0.0,0.707601,0.688244
2025-07-21,4e-06,0.0,0.0,0.0,0.708757,0.688365
2025-07-22,4e-06,0.0,0.0,0.0,0.708485,0.688428
2025-07-23,7e-06,0.0,0.0,0.0,0.708563,0.688489
2025-07-24,1.5e-05,0.0,0.0,0.0,0.703803,0.688553
2025-07-25,2.7e-05,0.0,0.0,0.0,0.703556,0.688677
2025-07-26,2.7e-05,0.0,0.0,0.0,0.703206,0.688741
2025-07-27,2.7e-05,0.0,0.0,0.0,0.705055,0.688775
2025-07-28,2.9e-05,0.0,0.0,1e-06,0.705211,0.688872
2025-07-29,3.5e-05,0.0,0.0,1e-06,0.700788,0.688995
2025-07-30,3.8e-05,0.0,0.0,0.0,0.700865,0.689057
2025-07-31,6.6e-05,0.0,0.0,0.0,0.700943,0.689122
2025-08-01,6.8e-05,1e-06,0.0,0.0,0.701072,0.689185
2025-08-02,6.8e-05,1e-06,0.0,0.0,0.701072,0.689308
2025-08-03,6.8e-05,1e-06,0.0,0.0,0.701072,0.689372
2025-08-04,6.8e-05,1e-06,0.0,0.0,0.700048,0.689436
2025-08-05,8.2e-05,1e-06,0.0,0.0,0.700125,0.689559
2025-08-06,8.7e-05,1e-06,1e-06,0.0,0.700203,0.689629
2025-08-07,3e-05,0.0,0.0,0.0,0.70028,0.689692
2025-08-08,2.9e-05,0.0,0.0,0.0,0.700435,0.689757
2025-08-09,2.9e-05,0.0,0.0,0.0,0.700435,0.68988
2025-08-10,2.9e-05,0.0,0.0,0.0,0.700435,0.68993
2025-08-11,3.9e-05,9e-06,0.0,0.0,0.700592,0.689989
2025-08-12,3.4e-05,5e-06,0.0,0.0,0.70067,0.690049
2025-08-13,3.1e-05,1.4e-05,0.0,0.0,0.699348,0.690172
2025-08-14,5.6e-05,0.0,0.0,0.0,0.699426,0.690244
2025-08-15,6.2e-05,0.0,0.0,0.0,0.699541,0.690307
2025-08-16,6.2e-05,0.0,0.0,0.0,0.699541,0.690371
2025-08-17,6.2e-05,0.0,0.0,0.0,0.699541,0.690494
2025-08-18,0.000109,1.6e-05,0.0,0.0,0.699297,0.690573
2025-08-19,0.000125,2.9e-05,0.0,0.0,0.699189,0.690636
2025-08-20,0.000232,0.00013,0.0,0.0,0.699267,0.690759
2025-08-21,0.00033,0.000131,1e-06,1e-06,0.724345,0.690851
2025-08-22,0.000145,3e-06,0.0,0.0,0.72726,0.689651
2025-08-23,0.000145,3e-06,0.0,0.0,0.72726,0.689714
2025-08-24,0.000145,3e-06,0.0,0.0,0.72726,0.689836
2025-08-25,0.000145,4e-06,0.0,0.0,0.727421,0.689901
2025-08-26,4e-05,2e-06,0.0,0.0,0.727308,0.690941
2025-08-27,5.4e-05,2e-06,0.0,0.0,0.727389,0.691004
2025-08-28,5.6e-05,1e-06,0.0,0.0,0.727426,0.691128
2025-08-29,5.6e-05,2e-06,0.0,0.0,0.727668,0.69121
2025-08-30,5.6e-05,2e-06,0.0,0.0,0.727668,0.691274
2025-08-31,5.7e-05,2e-06,0.0,0.0,0.727668,0.691396
2025-09-01,5.8e-05,2e-06,0.0,0.0,0.727668,0.691459
2025-09-02,0.000145,2e-06,0.0,0.000146,0.724632,0.691523
2025-09-03,0.022363,0.002246,0.001696,0.000253,0.725712,0.691586
2025-09-04,0.037508,0.004194,0.003483,0.000302,0.726077,0.69165
2025-09-05,0.05262,0.006029,0.004522,0.000358,0.726236,0.691774
2025-09-06,0.05262,0.006029,0.004522,0.000358,0.726236,0.691814
2025-09-07,0.05262,0.006029,0.004522,0.000358,0.725236,0.691877
2025-09-08,0.068598,0.007662,0.005652,0.000411,0.725401,0.691941
2025-09-09,0.088794,0.009562,0.007177,0.000446,0.725482,0.692064
2025-09-10,0.108767,0.011514,0.008914,0.00067,0.725562,0.692127
2025-09-11,0.135329,0.014046,0.011107,0.000767,0.724803,0.692191
2025-09-12,0.153801,0.01588,0.012636,0.000877,0.724905,0.692236
2025-09-13,0.153801,0.01588,0.012636,0.000877,0.724905,0.692359
2025-09-14,0.153801,0.01588,0.012636,0.000877,0.724905,0.692422
2025-09-15,0.171159,0.017508,0.014021,0.00105,0.72496,0.692421
2025-09-16,0.183911,0.018583,0.01498,0.001102,0.727009,0.692549
2025-09-17,0.197673,0.019775,0.016024,0.001189,0.727088,0.692671
2025-09-18,0.210554,0.021359,0.017045,0.001224,0.727277,0.692733
2025-09-19,0.219549,0.021373,0.017862,0.001197,0.725935,0.692797
2025-09-20,0.219549,0.021373,0.017862,0.001197,0.725935,0.69286
2025-09-21,0.219549,0.021373,0.017862,0.001197,0.725635,0.692983
2025-09-22,0.230655,0.022271,0.018853,0.001455,0.725791,0.691272
2025-09-23,0.23887,0.022876,0.01941,0.001352,0.725869,0.691335
2025-09-24,0.243338,0.023172,0.019783,0.001628,0.72563,0.691398
2025-09-25,0.248056,0.023726,0.020169,0.001385,0.72545,0.690813
2025-09-26,0.252896,0.024296,0.020668,0.001383,0.724142,0.69089
2025-09-27,0.252896,0.024296,0.020668,0.001383,0.724142,0.690934
2025-09-28,0.252896,0.024296,0.020668,0.001383,0.724142,0.691012
2025-09-29,0.255659,0.024443,0.020793,0.001305,0.723805,0.691089
2025-09-30,0.25631,0.024481,0.020836,0.001311,0.723883,0.691164
2025-10-01,0.258577,0.024619,0.020954,0.001288,0.724263,0.690728
2025-10-02,0.259655,0.024639,0.020989,0.001465,0.744342,0.690752
2025-10-03,0.260142,0.024635,0.020976,0.001467,0.744499,0.690826
2025-10-04,0.260142,0.024635,0.020976,0.001467,0.744499,0.690826
2025-10-05,0.260142,0.024635,0.020976,0.001467,0.744499,0.690975
2025-10-06,0.261355,0.024595,0.021025,0.001741,0.759661,0.691049
2025-10-07,0.260809,0.024522,0.020969,0.001747,0.771817,0.691123
2025-10-08,0.264439,0.024703,0.021123,0.001699,0.771899,0.691198
2025-10-09,0.264616,0.024641,0.021067,0.001706,0.786982,0.691272
2025-10-10,0.258508,0.023899,0.020451,0.00157,0.782046,0.691284
2025-10-11,0.258508,0.023899,0.020451,0.00157,0.782046,0.691359
2025-10-12,0.258508,0.023899,0.020451,0.00157,0.782046,0.691433
2025-10-13,0.26514,0.024284,0.02078,0.001854,0.781862,0.691507
2025-10-14,0.264043,0.024299,0.020777,0.001856,0.785185,0.691582
2025-10-15,0.265235,0.024406,0.020858,0.00189,0.785268,0.691656
2025-10-16,0.265609,0.024178,0.020661,0.001821,0.785351,0.69154
2025-10-17,0.266351,0.024412,0.020837,0.001866,0.787146,0.691805
2025-10-18,0.266351,0.024412,0.020837,0.001866,0.787188,0.691879
2025-10-19,0.266351,0.024412,0.020837,0.001866,0.787188,0.691953
2025-10-20,0.266909,0.024661,0.021057,0.001728,0.787354,0.692528
2025-10-21,0.265161,0.024656,0.021036,0.001844,0.787437,0.691714
2025-10-22,0.26366,0.024497,0.020904,0.001773,0.78752,0.691788
2025-10-23,0.266514,0.024712,0.021075,0.001801,0.787371,0.691783
2025-10-24,0.267605,0.024911,0.021244,0.001785,0.787485,0.691858
2025-10-25,0.267605,0.024911,0.021244,0.001785,0.787485,0.691931
2025-10-26,0.267605,0.024911,0.021244,0.001785,0.787485,0.692005
2025-10-27,0.270328,0.025219,0.021492,0.001921,0.787652,0.69208
2025-10-28,0.270452,0.025282,0.021544,0.001834,0.786885,0.692133
2025-10-29,0.268886,0.02533,0.021528,0.001817,0.786967,0.691901
2025-10-30,0.269147,0.0253,0.021457,0.001829,0.786912,0.691976
2025-10-31,0.268771,0.025192,0.021385,0.001925,0.780523,0.692045
2025-11-01,0.268771,0.025192,0.021385,0.001925,0.780523,0.692115
2025-11-02,0.268771,0.025192,0.021385,0.001925,0.780523,0.692185
2025-11-03,0.268965,0.025219,0.021397,0.001888,0.782563,0.692192
2025-11-04,0.265156,0.02492,0.021144,0.001844,0.782644,0.692261
2025-11-05,0.2686,0.025091,0.021276,0.001896,0.782723,0.692331
2025-11-06,0.268656,0.024919,0.021064,0.001931,0.782802,0.692401
2025-11-07,0.269006,0.024928,0.021043,0.002173,0.783246,0.692471
2025-11-08,0.269166,0.024938,0.021069,0.002176,0.783246,0.692541
2025-11-09,0.269166,0.024938,0.021069,0.002176,0.783246,0.692611
2025-11-10,0.271421,0.025299,0.021381,0.002171,0.783406,0.692681
2025-11-11,0.271674,0.025338,0.021407,0.002185,0.783485,0.69275
2025-11-12,0.272439,0.025295,0.02137,0.00243,0.783565,0.692757
2025-11-13,0.270178,0.024938,0.02109,0.002856,0.782145,0.692827
2025-11-14,0.271089,0.024951,0.021085,0.003073,0.782302,0.692897
2025-11-15,0.271196,0.024966,0.021093,0.003081,0.782302,0.692967
2025-11-16,0.271196,0.024966,0.021093,0.003081,0.782302,0.693036
2025-11-17,0.269574,0.024709,0.020895,0.003134,0.782462,0.693107
2025-11-18,0.268305,0.024509,0.020713,0.003355,0.782654,0.693177
2025-11-19,0.269574,0.024822,0.020993,0.003608,0.781433,0.693247
2025-11-20,0.262575,0.024226,0.02048,0.003596,0.781449,0.692019
2025-11-21,0.264944,0.024594,0.020682,0.003928,0.776604,0.692089
2025-11-22,0.265091,0.02462,0.020697,0.003935,0.776604,0.692159
2025-11-23,0.265091,0.02462,0.020697,0.003935,0.776604,0.692229
2025-11-24,0.27,0.024933,0.02098,0.004101,0.776864,0.692365
2025-11-25,0.273615,0.025151,0.021175,0.003924,0.776688,0.692435
2025-11-26,0.276877,0.025351,0.021323,0.004973,0.776845,0.692505
2025-11-27,0.276702,0.025361,0.021331,0.005007,0.772294,0.692575
2025-11-28,0.278924,0.02552,0.02144,0.006116,0.772528,0.692638
2025-11-29,0.278924,0.02552,0.02144,0.006116,0.772528,0.692708
2025-11-30,0.278924,0.02552,0.02144,0.006116,0.772528,0.692778
2025-12-01,0.28453,0.025381,0.021331,0.007899,0.772606,0.692848
2025-12-02,0.288199,0.025487,0.021401,0.009362,0.771685,0.693543
2025-12-03,0.290779,0.025566,0.021456,0.011278,0.771761,0.693613
2025-12-04,0.29126,0.025608,0.021463,0.011728,0.771634,0.693683
2025-12-05,0.292072,0.025651,0.021524,0.011922,0.771692,0.703754
2025-12-06,0.292134,0.025652,0.021522,0.011913,0.771692,0.703825
2025-12-07,0.292134,0.025652,0.021522,0.011913,0.771692,0.703896
2025-12-08,0.292544,0.025774,0.021485,0.013818,0.771842,0.703908
2025-12-09,0.295528,0.025743,0.021421,0.01378,0.772221,0.703979
2025-12-10,0.300183,0.025882,0.021537,0.013706,0.7973,0.70405
2025-12-11,0.303112,0.026107,0.021611,0.013937,0.821381,0.704121
2025-12-12,0.306599,0.025827,0.021389,0.013443,0.821536,0.704193
2025-12-13,0.306594,0.025822,0.021385,0.013446,0.821536,0.704264
2025-12-14,0.306594,0.025822,0.021385,0.013446,0.821536,0.704335
2025-12-15,0.298434,0.025788,0.021345,0.013273,0.821695,0.704406
2025-12-16,0.303832,0.025709,0.021245,0.015585,0.821275,0.704477
2025-12-17,0.302414,0.025582,0.021055,0.015564,0.821354,0.704548
2025-12-18,0.308191,0.025818,0.021204,0.015337,0.821433,0.704558
2025-12-19,0.312788,0.026459,0.021408,0.016365,0.827792,0.704629
2025-12-20,0.312614,0.026463,0.021417,0.016366,0.827492,0.7047
2025-12-21,0.312614,0.026463,0.021417,0.016366,0.829492,0.704771
2025-12-22,0.318958,0.026813,0.02153,0.016363,0.829607,0.703625
2025-12-23,0.322557,0.02691,0.021624,0.015692,0.829687,0.703696
2025-12-24,0.317958,0.027017,0.02171,0.016209,0.829845,0.703767
2025-12-25,0.317958,0.027017,0.02171,0.016209,0.829845,0.703838
2025-12-26,0.323399,0.026979,0.021708,0.016186,0.827994,0.703909
2025-12-27,0.323273,0.026978,0.021717,0.016207,0.827994,0.70398
2025-12-28,0.323273,0.026978,0.021717,0.016207,0.827994,0.704051
2025-12-29,0.317915,0.0269,0.021664,0.016615,0.828156,0.704122
2025-12-30,0.32011,0.026775,0.021642,0.016623,0.826533,0.704193
2025-12-31,0.319447,0.026628,0.021521,0.017272,0.824108,0.704263
2026-01-01,0.319338,0.026624,0.021506,0.017316,0.824108,0.704332
2026-01-02,0.323468,0.026905,0.021512,0.018725,0.824345,0.704402
2026-01-03,0.323428,0.026929,0.021499,0.018733,0.824345,0.704472
2026-01-04,0.323428,0.026929,0.021499,0.018733,0.824345,0.704442
2026-01-05,0.328592,0.02711,0.021644,0.018095,0.824502,0.704517
2026-01-06,0.336815,0.027204,0.021792,0.018139,0.824579,0.704521
2026-01-07,0.343917,0.027059,0.021739,0.017528,0.824657,0.704591
2026-01-08,0.346751,0.027081,0.021747,0.017955,0.824734,0.704661
2026-01-09,0.35271,0.027268,0.021904,0.018343,0.824886,0.704731
2026-01-10,0.352589,0.027272,0.021914,0.018336,0.824886,0.704801
2026-01-11,0.352589,0.027272,0.021914,0.018336,0.824886,0.704871
2026-01-12,0.366705,0.027293,0.021913,0.017551,0.825042,0.704942
2026-01-13,0.386693,0.027479,0.021889,0.018099,0.825119,0.705012
2026-01-14,0.391282,0.027339,0.02181,0.018645,0.81919,0.735085
2026-01-15,0.393938,0.027421,0.021908,0.018426,0.769261,0.785163
2026-01-16,0.397493,0.027342,0.021865,0.019079,0.769402,0.885231
2026-01-17,0.397533,0.027331,0.021866,0.019049,0.769402,0.885319
2026-01-18,0.397533,0.027331,0.021866,0.019049,0.769402,0.885407
2026-01-19,0.397533,0.027331,0.021866,0.019049,0.769402,0.885406
2026-01-20,0.406846,0.026799,0.021443,0.016198,0.734013,0.921022
2026-01-21,0.428447,0.027194,0.021735,0.016285,0.73411,1.081433
2026-01-22,0.437287,0.027297,0.021792,0.016112,0.731777,1.231556
2026-01-23,0.441307,0.027491,0.02178,0.016216,0.729809,1.306686
2026-01-24,0.441559,0.027476,0.021792,0.016237,0.729779,1.306816
2026-01-25,0.441559,0.027476,0.021792,0.016237,0.729779,1.306946
2026-01-26,0.453715,0.027665,0.021923,0.016129,0.724915,1.307076
2026-01-27,0.463311,0.027791,0.022023,0.014836,0.687514,1.307206
2026-01-28,0.484086,0.027758,0.022016,0.015991,0.687521,1.407589
2026-01-29,0.49713,0.027836,0.021999,0.02216,0.692222,1.407729
2026-01-30,0.4882,0.0277,0.021926,0.023323,0.691968,1.406734
2026-01-31,0.488516,0.027705,0.021924,0.023337,0.689568,1.406869
2026-02-01,0.488516,0.027705,0.021924,0.023337,0.689568,1.406803
2026-02-02,0.494508,0.027633,0.022106,0.022188,0.683988,1.406984
2026-02-03,0.490339,0.02737,0.021897,0.021937,0.687215,1.407119
2026-02-04,0.470817,0.027166,0.021822,0.033693,0.687279,1.307175
2026-02-05,0.451709,0.026509,0.021405,0.031359,0.677338,1.3073
2026-02-06,0.46913,0.027223,0.021974,0.037142,0.677454,1.307758
2026-02-07,0.469131,0.027236,0.021993,0.037199,0.700804,1.307883
2026-02-08,0.469131,0.027236,0.021993,0.037199,0.700804,1.308008
2026-02-09,0.467672,0.02771,0.022089,0.039183,0.700925,1.308133
2026-02-10,0.472655,0.027706,0.02208,0.039346,0.700988,1.308258
2026-02-11,0.476077,0.027971,0.022047,0.038682,0.700852,1.308383
2026-02-12,0.464142,0.027421,0.021759,0.037876,0.711017,1.308508
2026-02-13,0.467445,0.027382,0.021716,0.040245,0.711147,1.308633
2026-02-14,0.467436,0.027386,0.0217,0.040057,0.711147,1.308758
2026-02-15,0.467436,0.027386,0.0217,0.040057,0.711147,1.308883
2026-02-16,0.467436,0.027386,0.0217,0.040057,0.721147,1.309008
2026-02-17,0.470147,0.027616,0.021786,0.041907,0.718108,1.3091
2026-02-18,0.462947,0.027788,0.021944,0.044172,0.712674,1.309225
2026-02-19,0.464712,0.027736,0.021897,0.043423,0.7102,1.315351
2026-02-20,0.47168,0.027894,0.022045,0.044817,0.708562,1.314208
2026-02-21,0.471497,0.027892,0.022046,0.04469,0.708562,1.314334
2026-02-22,0.471497,0.027892,0.022046,0.04469,0.708562,1.314459
2026-02-23,0.479079,0.028262,0.021835,0.04397,0.724709,1.314585
2026-02-24,0.487027,0.028636,0.02198,0.044547,0.747782,1.314711
2026-02-25,0.493734,0.028839,0.022113,0.060584,0.753854,1.314836
2026-02-26,0.493376,0.028828,0.021953,0.061223,0.753923,1.315962
2026-02-27,0.497405,0.02969,0.021878,0.06086,0.754277,1.315885
2026-02-28,0.497298,0.029693,0.021868,0.06075,0.754277,1.316011
2026-03-01,0.497298,0.029693,0.021868,0.06075,0.753473,1.316339
2026-03-02,0.501875,0.030695,0.021908,0.070897,0.750756,1.316465
2026-03-03,0.492329,0.031159,0.021697,0.076052,0.750826,1.316391
2026-03-04,0.500916,0.031578,0.021938,0.059095,0.750896,1.316517
2026-03-05,0.494424,0.031552,0.021801,0.050725,0.750764,1.316643
2026-03-06,0.491534,0.030965,0.021491,0.049671,0.750827,1.316739
2026-03-07,0.491634,0.030956,0.021481,0.049513,0.750827,1.316836
2026-03-08,0.491634,0.030956,0.021481,0.049513,0.750827,1.316933
2026-03-09,0.507524,0.031519,0.021521,0.081247,0.748865,1.31703
2026-03-10,0.512006,0.031594,0.021633,0.089865,0.748928,1.316884
